Id,Probability
414,0.0554583
415,0.0333171
416,0.0776813
417,0.0647062
418,0.0747628
419,0.0226015
420,0.117441
421,0.0203553
422,0.0385749
423,0.0915334
424,0.023249
425,0.0337609
426,0.0115118
427,0.014719
428,0.0325795
429,0.0932635
430,0.0494781
431,0.184747
432,0.0246249
433,0.0746215
434,0.0542608
435,0.0556446
436,0.0742195
437,0.140417
438,0.141054
439,0.0309227
440,0.127718
441,0.056575
442,0.0673304
443,0.0686943
444,0.00387872
445,0.0771245
446,0.167912
447,0.0162346
448,0.17722
449,0.0621403
450,0.0213756
451,0.0254298
452,0.0325911
453,0.132121
454,0.0919234
455,0.05381
456,0.0821416
457,0.0484218
458,0.0732996
459,0.05947
460,0.058556
461,0.0595823
462,0.0968595
463,0.0343428
464,0.0793603
465,0.0445684
466,0.0338829
467,0.0312539
468,0.0992531
469,0.0219142
470,0.174733
471,0.0159571
472,0.0388944
473,0.20435
474,0.0574398
475,0.0939592
476,0.0217601
477,0.033877
478,0.0332271
479,0.0226301
480,0.0219303
481,0.0498673
482,0.00955746
483,0.0260429
484,0.0587394
485,0.0253798
486,0.139165
487,0.0144386
488,0.0437325
489,0.0381678
490,0.0127407
491,0.0243847
492,0.0548943
493,0.0290808
494,0.0421257
495,0.0417253
496,0.0535785
497,0.0326977
498,0.0905252
499,0.144318
500,0.0404255
501,0.0920335
502,0.0544274
503,0.094087
504,0.0551182
505,0.038377
506,0.00840562
507,0.0367903
508,0.0249023
509,0.0344878
510,0.0436852
511,0.0699044
512,0.0354374
513,0.0460208
514,0.0321048
515,0.0687185
516,0.238464
517,0.029303
518,0.0248098
519,0.0286235
520,0.0719212
521,0.0261419
522,0.0305557
523,0.0772522
524,0.0437489
525,0.0380477
526,0.036611
527,0.0875986
528,0.0359632
529,0.019141
530,0.0762881
531,0.0363165
532,0.0120889
533,0.0603581
534,0.0115224
535,0.0691252
536,0.0345118
537,0.0165209
538,0.0527291
539,0.0273061
540,0.0206421
541,0.0427415
542,0.0401763
543,0.0201581
544,0.127662
545,0.115318
546,0.0163302
547,0.132169
548,0.0232019
549,0.0165652
550,0.148154
551,0.107631
552,0.0101231
553,0.06407
554,0.0439859
555,0.0533282
556,0.0833908
557,0.159855
558,0.0787284
559,0.0744672
560,0.0212934
561,0.0205472
562,0.0482879
563,0.117675
564,0.0356385
565,0.147167
566,0.0234168
567,0.0235407
568,0.0259068
569,0.302909
570,0.0176258
571,0.218427
572,0.0858771
573,0.0777209
574,0.10039
575,0.0409453
576,0.0356505
577,0.0320638
578,0.0595572
579,0.20818
580,0.0376922
581,0.0846745
582,0.0383984
583,0.0241128
584,0.0914163
585,0.0904842
586,0.016005
587,0.0288206
588,0.0694011
589,0.0614263
590,0.0385377
591,0.0825361
592,0.109291
593,0.0415588
594,0.017216
595,0.113181
596,0.0183368
597,0.0771612
598,0.0201464
599,0.0485532
600,0.0246119
601,0.0293372
602,0.0767148
603,0.0447679
604,0.0625449
605,0.10536
606,0.0632932
607,0.0190473
608,0.0296027
609,0.0617996
610,0.0232246
611,0.090884
612,0.0264535
613,0.0391549
614,0.0577781
615,0.0242023
616,0.0189392
617,0.0610376
618,0.0623395
619,0.0421658
620,0.0645929
621,0.0342733
622,0.0421953
623,0.0311872
624,0.0224248
625,0.0552458
626,0.366151
627,0.132095
628,0.0712731
629,0.0287837
630,0.131991
631,0.0220035
632,0.0689705
633,0.0196995
634,0.04419
635,0.0811715
636,0.00962868
637,0.0349182
638,0.0375768
639,0.04688
640,0.0298275
641,0.0352508
642,0.0856475
643,0.14256
644,0.0858784
645,0.0912678
646,0.0603235
647,0.0201966
648,0.0488384
649,0.0186384
650,0.0288739
651,0.238078
652,0.0521234
653,0.0891301
654,0.278673
655,0.0556837
656,0.0298936
657,0.033027
658,0.0381864
659,0.10624
660,0.120148
661,0.0517883
662,0.119192
663,0.109461
664,0.156107
665,0.0993015
666,0.0262268
667,0.123281
668,0.0629082
669,0.0395721
670,0.024262
671,0.0236602
672,0.0603503
673,0.035325
674,0.0320581
675,0.0844945
676,0.072323
677,0.0345858
678,0.024113
679,0.0534824
680,0.0973882
681,0.0868516
682,0.0733526
683,0.0377455
684,0.0238921
685,0.0494664
686,0.020837
687,0.0218505
688,0.0139241
689,0.104036
690,0.0262724
691,0.032398
692,0.0575004
693,0.0306854
694,0.0453636
695,0.0213697
696,0.0428868
697,0.0102655
698,0.0533811
699,0.142816
700,0.0256276
701,0.0177756
702,0.0896881
703,0.103777
704,0.850991
705,0.0504661
706,0.0242226
707,0.0764567
708,0.0322698
709,0.0232919
710,0.0256103
711,0.0381296
712,0.0653668
713,0.050285
714,0.0343722
715,0.0453447
716,0.0123162
717,0.0269486
718,0.136331
719,0.0263879
720,0.0187475
721,0.0247675
722,0.13695
723,0.0577591
724,0.085217
725,0.164821
726,0.0343068
727,0.0772386
728,0.0257016
729,0.0432644
730,0.211344
731,0.0379092
732,0.0404105
733,0.0169217
734,0.0469753
735,0.0336442
736,0.016543
737,0.0803131
738,0.0481036
739,0.0483843
740,0.0301322
741,0.116015
742,0.0528647
743,0.0522983
744,0.0309402
745,0.0315255
746,0.117536
747,0.0303099
748,0.0470088
749,0.0563405
750,0.0487716
751,0.0832624
752,0.0215632
753,0.0145258
754,0.0192319
755,0.102728
756,0.0450923
757,0.0173178
758,0.0299175
759,0.0506312
760,0.0466372
761,0.0263187
762,0.0576272
763,0.0087554
764,0.0423609
765,0.0199734
766,0.0743065
767,0.0302061
768,0.0458808
769,0.0218065
770,0.0652362
771,0.0260785
772,0.124584
773,0.0819474
774,0.0451283
775,0.0757576
776,0.0861473
777,0.11426
778,0.0392646
779,0.0507641
780,0.197834
781,0.0122963
782,0.0745283
783,0.0476531
784,0.0442319
785,0.0497294
786,0.115811
787,0.0563314
788,0.100039
789,0.0122046
790,0.174776
791,0.0754725
792,0.233119
793,0.272123
794,0.0698426
795,0.0636597
796,0.0238453
797,0.131402
798,0.0207743
799,0.056934
800,0.111426
801,0.0188942
802,0.0593061
803,0.132594
804,0.0685183
805,0.110627
806,0.027704
807,0.0266074
808,0.197001
809,0.0626757
810,0.0476833
811,0.0640942
812,0.0199845
813,0.0780519
814,0.0787414
815,0.0818797
816,0.0951877
817,0.0220406
818,0.0389493
819,0.0328147
820,0.0445728
821,0.0896841
822,0.0232375
823,0.0294812
824,0.118851
825,0.0441599
826,0.026112
827,0.0276358
828,0.0232221
829,0.0455746
830,0.0842649
831,0.0744937
832,0.121233
833,0.232823
834,0.0371044
835,0.136834
836,0.0964356
837,0.129416
838,0.124683
839,0.0704673
840,0.1198
841,0.0354757
842,0.0396725
843,0.076078
844,0.0894973
845,0.00683282
846,0.764054
847,0.0367778
848,0.0185314
849,0.118093
850,0.0441752
851,0.0198626
852,0.0103372
853,0.0779141
854,0.136126
855,0.0148178
856,0.0725993
857,0.104658
858,0.0431206
859,0.0239461
860,0.0336725
861,0.147119
862,0.025584
863,0.0588573
864,0.0496561
865,0.0393176
866,0.0404879
867,0.0256926
868,0.0783678
869,0.0649612
870,0.0174012
871,0.0250601
872,0.0826305
873,0.0358446
874,0.0138834
875,0.0167736
876,0.102653
877,0.0359718
878,0.0678123
879,0.020202
880,0.0646442
881,0.0730608
882,0.116473
883,0.165208
884,0.0327645
885,0.0140781
886,0.0972992
887,0.10902
888,0.0198705
889,0.0174458
890,0.0532021
891,0.0174316
892,0.0562455
893,0.287109
894,0.203536
895,0.0468552
896,0.114111
897,0.0523925
898,0.0211089
899,0.0553236
900,0.0205886
901,0.155932
902,0.0866604
903,0.0417871
904,0.0301343
905,0.0298478
906,0.0476707
907,0.17297
908,0.00965953
909,0.070954
910,0.0318926
911,0.0088996
912,0.0599437
913,0.0216594
914,0.0719541
915,0.0739916
916,0.181358
917,0.173584
918,0.0390077
919,0.0366077
920,0.0183227
921,0.0551179
922,0.106152
923,0.0759071
924,0.0307832
925,0.0566507
926,0.249977
927,0.119647
928,0.0630353
929,0.0290361
930,0.22006
931,0.0992051
932,0.0870885
933,0.169005
934,0.0311493
935,0.0169761
936,0.0136206
937,0.0390966
938,0.0775797
939,0.0472397
940,0.0108374
941,0.100447
942,0.0186695
943,0.109978
944,0.0948951
945,0.0455876
946,0.10618
947,0.0578307
948,0.0760065
949,0.0884162
950,0.0633228
951,0.019167
952,0.223617
953,0.0438468
954,0.0197365
955,0.0561893
956,0.0573627
957,0.0783134
958,0.0338986
959,0.0393969
960,0.0226897
961,0.0364379
962,0.0352965
963,0.0206199
964,0.0782513
965,0.0456134
966,0.0653608
967,0.105647
968,0.0301038
969,0.245646
970,0.06129
971,0.0227643
972,0.201083
973,0.0566161
974,0.0558154
975,0.0330409
976,0.0052792
977,0.081117
978,0.0288149
979,0.117543
980,0.730465
981,0.0184198
982,0.0279889
983,0.0314075
984,0.0174295
985,0.11808
986,0.218336
987,0.0374853
988,0.0388616
989,0.0754191
990,0.0948132
991,0.0427205
992,0.0275614
993,0.0521293
994,0.0443359
995,0.018997
996,0.0228789
997,0.0192693
998,0.121188
999,0.0452594
1000,0.0283057
1001,0.0150446
1002,0.077995
1003,0.0822605
1004,0.0364812
1005,0.0487502
1006,0.0588395
1007,0.0677695
1008,0.0275805
1009,0.0834197
1010,0.0376016
1011,0.0212793
1012,0.0566711
1013,0.0433403
1014,0.115111
1015,0.0369096
1016,0.0951188
1017,0.011706
1018,0.00530218
1019,0.0453024
1020,0.0136747
1021,0.0396383
1022,0.0823536
1023,0.115474
1024,0.00954194
1025,0.0275546
1026,0.0365698
1027,0.0934252
1028,0.113796
1029,0.0194302
1030,0.0320486
1031,0.0554622
1032,0.0851266
1033,0.0205053
1034,0.0241439
1035,0.0230428
1036,0.0705893
1037,0.0441408
1038,0.0310858
1039,0.0216504
1040,0.0194325
1041,0.0346102
1042,0.112145
1043,0.12199
1044,0.049019
1045,0.102364
1046,0.0631461
1047,0.0946642
1048,0.0231218
1049,0.0865404
1050,0.040078
1051,0.0372814
1052,0.129768
1053,0.107681
1054,0.0329312
1055,0.094205
1056,0.019592
1057,0.0318059
1058,0.182521
1059,0.118466
1060,0.114822
1061,0.00793975
1062,0.0397806
1063,0.0195893
1064,0.0579288
1065,0.0419381
1066,0.039216
1067,0.0492832
1068,0.025877
1069,0.0767747
1070,0.0289098
1071,0.0895639
1072,0.0532069
1073,0.023666
1074,0.0969814
1075,0.0271953
1076,0.117183
1077,0.0403186
1078,0.0338421
1079,0.276318
1080,0.0277969
1081,0.0276647
1082,0.0515961
1083,0.0497316
1084,0.066506
1085,0.0708843
1086,0.0346106
1087,0.0363149
1088,0.114044
1089,0.0315403
1090,0.0234796
1091,0.0636278
1092,0.0303911
1093,0.0812759
1094,0.0410935
1095,0.107396
1096,0.0711114
1097,0.0241331
1098,0.0678744
1099,0.0854516
1100,0.0331936
1101,0.0733247
1102,0.0489131
1103,0.0552327
1104,0.0297457
1105,0.0920108
1106,0.041609
1107,0.159228
1108,0.0840368
1109,0.0650574
1110,0.0472166
1111,0.0413666
1112,0.0590748
1113,0.05711
1114,0.0399473
1115,0.038622
1116,0.111292
1117,0.0446256
1118,0.0512278
1119,0.105887
1120,0.042457
1121,0.0420922
1122,0.0316885
1123,0.140338
1124,0.100326
1125,0.0140349
1126,0.0954755
1127,0.0351607
1128,0.127068
1129,0.0742681
1130,0.0390586
1131,0.0547043
1132,0.846249
1133,1.35765e-13
1134,0.0816577
1135,0.0186951
1136,0.0375138
1137,0.0249594
1138,0.0655879
1139,0.0274039
1140,0.0654269
1141,0.190386
1142,0.0578719
1143,0.204451
1144,0.167539
1145,0.0855716
1146,0.0625604
1147,0.0455773
1148,0.0311334
1149,0.022795
1150,0.0477915
1151,0.0466147
1152,0.0285287
1153,0.028608
1154,0.0348321
1155,0.0751993
1156,0.0612425
1157,0.0354449
1158,0.0248573
1159,0.0542956
1160,0.0683989
1161,0.183293
1162,0.106209
1163,0.0622862
1164,0.0223767
1165,0.0204996
1166,0.084178
1167,0.8611
1168,0.0449419
1169,0.0348637
1170,0.126652
1171,0.301959
1172,0.0816174
1173,0.042522
1174,0.0870278
1175,0.0283623
1176,0.0237744
1177,0.858147
1178,0.0526666
1179,0.0114605
1180,0.103703
1181,0.0958953
1182,0.0512564
1183,0.057147
1184,0.0631038
1185,0.0780695
1186,0.134344
1187,0.0348119
1188,0.2593
1189,0.066322
1190,0.0269549
1191,0.0524367
1192,0.0367709
1193,0.238852
1194,0.0263728
1195,0.0954396
1196,0.0135795
1197,0.0334781
1198,0.040143
1199,0.0695841
1200,0.0323582
1201,0.0284856
1202,0.0342783
1203,0.0298742
1204,0.0244573
1205,0.0813652
1206,0.0377313
1207,0.328025
1208,0.0580208
1209,0.0718479
1210,0.0456194
1211,0.0351408
1212,0.105186
1213,0.0284019
1214,0.0161081
1215,0.452475
1216,0.03541
1217,0.0803276
1218,0.0236262
1219,0.0142038
1220,0.027921
1221,0.0851085
1222,0.0316747
1223,0.142439
1224,0.0186474
1225,0.0869129
1226,0.0252255
1227,0.0253359
1228,0.0450036
1229,0.168699
1230,0.462884
1231,0.0221788
1232,0.192818
1233,0.046212
1234,0.903792
1235,0.248953
1236,0.0310662
1237,0.0721259
1238,0.406438
1239,0.102009
1240,0.109989
1241,0.0157786
1242,0.055534
1243,0.0693269
1244,0.0608028
1245,0.111171
1246,0.223487
1247,0.0750434
1248,0.0181649
1249,0.0820913
1250,0.0318379
1251,0.243344
1252,0.0291052
1253,0.0347856
1254,0.124453
1255,0.0460854
1256,0.112995
1257,0.0371939
1258,0.0785858
1259,0.0562578
1260,0.0829663
1261,0.0713699
1262,0.0390026
1263,0.0502897
1264,0.0233388
1265,0.0167954
1266,0.11703
1267,0.022846
1268,0.0544162
1269,0.0329466
1270,0.0371762
1271,0.0124082
1272,0.102034
1273,0.0647956
1274,0.0860786
1275,0.366826
1276,0.0127405
1277,0.0821696
1278,0.194748
1279,0.132322
1280,0.023472
1281,0.205376
1282,0.0122426
1283,0.0511228
1284,0.0716017
1285,0.0234793
1286,0.0126489
1287,0.0203677
1288,0.0600073
1289,0.0277756
1290,0.053689
1291,0.0552845
1292,0.109295
1293,0.0424946
1294,0.662601
1295,0.0216774
1296,0.0296438
1297,0.0311103
1298,0.00298235
1299,0.0235518
1300,0.162037
1301,0.0193519
1302,0.0522554
1303,0.258007
1304,0.140442
1305,0.0465537
1306,0.0181555
1307,0.0479298
1308,0.0322275
1309,0.0666901
1310,0.0342573
1311,0.029479
1312,0.0142449
1313,0.047891
1314,0.138162
1315,0.0273372
1316,0.0349383
1317,0.151868
1318,0.0661301
1319,0.0358805
1320,0.0765367
1321,0.0229246
1322,0.0648588
1323,0.0493926
1324,0.114295
1325,0.0591289
1326,0.0288619
1327,0.0500667
1328,0.0411433
1329,0.011521
1330,0.0198993
1331,0.131713
1332,0.0177276
1333,0.0546849
1334,0.0528064
1335,0.0663848
1336,0.122059
1337,0.0432306
1338,0.157367
1339,0.106173
1340,0.104449
1341,0.0275146
1342,0.0180187
1343,0.0518858
1344,0.0576858
1345,0.0731371
1346,0.05805
1347,0.0645256
1348,0.126317
1349,0.0623018
1350,0.058954
1351,0.0784935
1352,0.0701374
1353,0.0182536
1354,0.0540197
1355,0.00547612
1356,0.0585655
1357,0.133151
1358,0.0482029
1359,0.0610595
1360,0.0131127
1361,0.052408
1362,0.0138877
1363,0.0215179
1364,0.0598811
1365,0.0607861
1366,0.0554965
1367,0.0140949
1368,0.111099
1369,0.0833167
1370,0.0186783
1371,0.0451558
1372,0.0986547
1373,0.0322944
1374,0.102641
1375,0.0420249
1376,0.0530641
1377,0.0174919
1378,0.0478308
1379,0.0125987
1380,0.0147715
1381,0.0279702
1382,0.157837
1383,0.0235216
1384,0.0382576
1385,0.0305986
1386,0.0409428
1387,0.0360716
1388,0.0393884
1389,0.0548016
1390,0.0236864
1391,0.0446226
1392,0.125021
1393,0.0949991
1394,0.0633955
1395,0.0371679
1396,0.0636093
1397,0.0604419
1398,0.040576
1399,0.0657794
1400,0.117457
1401,0.058654
1402,0.0462023
1403,0.0783094
1404,0.0884793
1405,0.0892657
1406,0.0576625
1407,0.208665
1408,0.0451717
1409,0.0621624
1410,0.042447
1411,0.089162
1412,0.0221907
1413,0.0573932
1414,0.0891718
1415,0.0276081
1416,0.0872181
1417,0.0359391
1418,0.0256827
1419,0.139298
1420,0.0785689
1421,0.0186837
1422,0.0829654
1423,0.015408
1424,0.0410278
1425,0.022028
1426,0.0439925
1427,0.0598076
1428,0.0502876
1429,0.0478397
1430,0.0450862
1431,0.067525
1432,0.049136
1433,0.0710839
1434,0.0136472
1435,0.0576171
1436,0.519573
1437,0.0762528
1438,0.0218012
1439,0.052529
1440,0.281996
1441,0.0312436
1442,0.0522839
1443,0.0166143
1444,0.0316682
1445,0.0347836
1446,0.195343
1447,0.0796701
1448,0.0456155
1449,0.014756
1450,0.0308543
1451,0.112917
1452,0.0787314
1453,0.0457955
1454,0.0432848
1455,0.0197554
1456,0.0259314
1457,0.0641083
1458,0.0263465
1459,0.0414888
1460,0.0706062
1461,0.0234752
1462,0.106549
1463,0.0864743
1464,0.0377414
1465,0.08031
1466,0.0180368
1467,0.190227
1468,0.0144842
1469,0.0323039
1470,0.0451915
1471,0.31635
1472,0.0373149
1473,0.046184
1474,0.0216626
1475,0.031568
1476,0.140248
1477,0.0696979
1478,0.0283995
1479,0.0649609
1480,0.0328858
1481,0.0397938
1482,0.0451104
1483,0.0156603
1484,0.0257408
1485,0.460231
1486,0.430851
1487,0.0664764
1488,0.0278267
1489,0.0654485
1490,0.0718359
1491,0.0558899
1492,0.075185
1493,0.041682
1494,0.061649
1495,0.0165412
1496,0.0469619
1497,0.0483249
1498,0.0812672
1499,0.161531
1500,0.0151784
1501,0.097379
1502,0.142015
1503,0.0634423
1504,0.138308
1505,0.0304215
1506,0.013793
1507,0.0430874
1508,0.068287
1509,0.124301
1510,0.0460051
1511,0.0260643
1512,0.0454184
1513,0.0692778
1514,0.0250077
1515,0.031646
1516,0.0356758
1517,0.218948
1518,0.0650265
1519,0.0619572
1520,0.0275543
1521,0.0352468
1522,0.0960427
1523,0.0415229
1524,0.0229041
1525,0.063872
1526,0.115308
1527,0.0959159
1528,0.0358001
1529,0.0114451
1530,0.133714
1531,0.0307434
1532,0.0728952
1533,0.178801
1534,0.0662122
1535,0.0389799
1536,0.131428
1537,0.0666845
1538,0.0476962
1539,0.0341723
1540,0.0225777
1541,0.0563902
1542,0.0297757
1543,0.0484816
1544,0.053637
1545,0.0193872
1546,0.0295913
1547,0.116472
1548,0.0932193
1549,0.0501633
1550,0.0621229
1551,0.0828881
1552,0.113084
1553,0.165431
1554,0.0324817
1555,0.0984204
1556,0.0828305
1557,0.030733
1558,0.301609
1559,0.140134
1560,0.0443593
1561,0.0330054
1562,0.0274791
1563,0.0597236
1564,0.049077
1565,0.0491517
1566,0.0535663
1567,0.00966778
1568,0.0328261
1569,0.0365332
1570,0.139239
1571,0.0324491
1572,0.0279831
1573,0.0449622
1574,0.0290048
1575,0.0346834
1576,0.0229919
1577,0.0237293
1578,0.0918846
1579,0.0654954
1580,0.0357634
1581,0.0128415
1582,0.0730892
1583,0.0162535
1584,0.0387722
1585,0.0820524
1586,0.148799
1587,0.144486
1588,0.121347
1589,0.0534979
1590,0.0193
1591,0.0564702
1592,0.0334181
1593,0.0270396
1594,0.134477
1595,0.0495127
1596,0.0666174
1597,0.0312984
1598,0.0496146
1599,0.0827124
1600,0.0305357
1601,0.0313469
1602,0.0246089
1603,0.0404173
1604,0.0678
1605,0.0676573
1606,0.0504923
1607,0.0394907
1608,0.0556669
1609,0.111907
1610,0.0504139
1611,0.0291616
1612,0.118017
1613,0.0274246
1614,0.043661
1615,0.0307419
1616,0.0847125
1617,0.0278074
1618,0.0304836
1619,0.0687819
1620,0.0852107
1621,0.0428926
1622,0.0206533
1623,0.416123
1624,0.0438986
1625,0.0198351
1626,0.0336198
1627,0.0451068
1628,0.0370526
1629,0.0880275
1630,0.024709
1631,0.0340033
1632,0.356427
1633,0.0756414
1634,0.0278939
1635,0.0422444
1636,0.203976
1637,0.0476221
1638,0.0611634
1639,0.0279675
1640,0.0439472
1641,0.0417217
1642,0.0133311
1643,0.0683792
1644,0.0868375
1645,0.0551088
1646,0.031201
1647,0.875815
1648,0.0206128
1649,0.0546416
1650,0.0901482
1651,0.423532
1652,0.0290873
1653,0.0486776
1654,0.0389313
1655,0.017385
1656,0.0232392
1657,0.0221438
1658,0.0482381
1659,0.0702398
1660,0.262514
1661,0.0756361
1662,0.0467567
1663,0.0373631
1664,0.109844
1665,0.152601
1666,0.0782278
1667,0.0819912
1668,0.252678
1669,0.0248438
1670,0.0250681
1671,0.0307502
1672,0.0930212
1673,0.0232965
1674,0.151919
1675,0.0316655
1676,0.0903321
1677,0.0219393
1678,0.231408
1679,0.0583834
1680,0.0180621
1681,0.419863
1682,0.234081
1683,0.127369
1684,0.0481517
1685,0.0191259
1686,0.0365457
1687,0.0429858
1688,0.104394
1689,0.207732
1690,0.135637
1691,0.0608284
1692,0.0371706
1693,0.0840102
1694,0.0680535
1695,0.0118496
1696,0.118047
1697,0.0211046
1698,0.0575055
1699,0.050445
1700,0.0725944
1701,0.0399916
1702,0.0928814
1703,0.0214528
1704,0.0817873
1705,0.0147974
1706,0.0282748
1707,0.0570303
1708,0.0591786
1709,0.0503298
1710,0.0651562
1711,0.0623271
1712,0.0233748
1713,0.0676288
1714,0.0970374
